tipologia_corso	denominazione	classe_laurea	codice	accesso	curriculum	link	keywords
magistrale	INGEGNERIA E TECNOLOGIE INNOVATIVE PER L'AMBIENTE	LM-35	['2202']	Accesso libero	PROTEZIONE E RISANAMENTO DELL'AMBIENTE, RISORSE IDRICHE E RISCHIO IDROGEOLOGICO, SOSTENIBILITÀ AMBIENTALE DEI PROCESSI INDUSTRIALI	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21913&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21914&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21915&paginaProvenienza=ricercaSemplice&cid=1137']	['SOSTENIBILITÀ AMBIENTALE DEI PROCESSI INDUSTRIALI', "INGEGNERIA E TECNOLOGIE INNOVATIVE PER L'AMBIENTE", 'COMPLEMENTI DI IDRAULICA AMBIENTALE', 'BONIFICA SITI CONTAMINATI', 'ECO-DESIGN DI SISTEMI E PROCESSI', 'EFFICIENZA ENERGETICA', 'PROCESSI CHIM.IND.E TRATT.EFFL.AERIFORMI', 'CERTIFICAZIONE ENERGETICA E MARCHI AMBIENTALI', 'PREVISIONE E PREVENZIONE DEL RISCHIO IDROGEOLOGICO', 'PROTEZIONE IDRAULICA DEL TERRITORIO', 'ELEMENTI DI TECNICA DELLE COSTRUZIONI', 'SICUREZZA INDUSTRIALE', 'SOSTENIBILITÀ DEI PROCESSI INDUSTRIALI', "IMPIANTI PER L'INDUSTRIA DI PROCESSO", 'Ingegneria']
magistrale	INGEGNERIA ELETTRICA	LM-28	['2031']	Accesso libero	INDUSTRY AND GREEN MOBILITY, SMART GRIDS PER LA TRANSIZIONE ENERGETICA	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21867&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21868&paginaProvenienza=ricercaSemplice&cid=1137']	['SMART GRIDS PER LA TRANSIZIONE ENERGETICA', 'INGEGNERIA ELETTRICA', 'CONTROLLI AUTOMATICI', "SISTEMI ELETTRICI PER L'ENERGIA", 'COMPONENTI E SISTEMI ELETTRONICI DI POTENZA PER LE SMART-GRIDS', 'SMART-GRIDS', 'TECNICA DELLA SICUREZZA ELETTRICA', "MODELLISTICA E COMPATIBILITA' ELETTROMAGNETICA", 'ELECTRICAL DRIVES', "MISURE E PROVE PER L'INGEGNERIA ELETTRICA", 'PRODUZIONE DI ENERGIA ELETTRICA E MERCATO ELETTRICO', 'MEASUREMENT SYSTEMS FOR SMART-GRIDS', 'Gruppo di attiv. form. opzionali II', 'PRODUZIONE DI ENERGIA ELETTRICA DA FONTI RINNOVABLI', 'PROGETTAZIONE ELETTRICA', 'ELECTRIC MOBILITY FOR THE SMART CITY', 'IMPIANTI DI ILLUMINAZIONE', 'DYNAMIC AND CONTROL OF POWER SYSTEMS', 'ELECTRIC INSULATION SYSTEMS DIAGNOSTICS', 'DESIGN OF ELECTRICAL MACHINES', 'ENERGY STORAGE AND CHARGING SYSTEMS', 'INNOVATION MANAGEMENT', 'PHOTOVOLTAIC DEVICES AND TECHNOLOGIES', 'DIGITAL SIGNAL PROCESSING', 'MOBILE AND DISTRIBUTED ROBOTICS', 'SCIENTIFIC COMPUTING', 'DINAMICA E CONTROLLO DEI SISTEMI MECCANICI', 'Ingegneria']
magistrale	INGEGNERIA ENERGETICA E NUCLEARE	LM-30	['2033']	Accesso libero	GREEN ENERGIES, INDUSTRIAL ENERGY SYSTEMS, SUSTAINABLE ENERGIES	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22494&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22493&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22495&paginaProvenienza=ricercaSemplice&cid=1137']	['SUSTAINABLE ENERGIES', 'INGEGNERIA ENERGETICA E NUCLEARE', 'ANALISI DI SISTEMI ENERGETICI E TERMOECONOMIA', 'DISPERSIONE DEGLI INQUINANTI', 'TERMOTECNICA E REGOLAZIONI TERMOFLUIDODINAMICHE', 'TECNICA DEL FREDDO', 'IMPIANTI TECNICI', 'BUILDING PHYSICS', 'ACUSTICA E ILLUMINOTECNICA', 'LCA OF ENERGY SYSTEMS', 'FONDAMENTI DI ECONOMIA CIRCOLARE', 'PROGETTAZIONE DI IMPIANTI ENERGETICI', 'DATA-DRIVEN ENERGY LAB', 'NEUTRONICA', 'NUCLEAR FUSION REACTORS', 'MISURE NUCLEARI E DOSIMETRIA', 'ECODESIGN DI SISTEMI E PROCESSI', 'ENERGY SYSTEMS MODELLING LAB', 'CENTRALI E RETI TERMOFRIGORIFERE', 'Ingegneria']
magistrale	INGEGNERIA INFORMATICA	LM-32	['2035']	Accesso libero	CYBERSICUREZZA, INTELLIGENZA ARTIFICIALE	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21770&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21788&paginaProvenienza=ricercaSemplice&cid=1137']	['INTELLIGENZA ARTIFICIALE', 'INGEGNERIA INFORMATICA', 'INTELLIGENZA ARTIFICIALE 1', 'EMBEDDED SYSTEMS', 'ANALISI PER BIG DATA', 'TECNOLOGIE PER I BIG DATA', 'LINGUAGGI E TRADUTTORI', 'VISIONE ARTIFICIALE', 'WEB SYSTEMS DESIGN AND ARCHITECTURE', 'INTELLIGENZA ARTIFICIALE 2', 'ROBOTICA', 'ELABORAZIONE DEL LINGUAGGIO NATURALE', 'METODI DI ELABORAZIONE DEI SEGNALI', 'WIRELESS NETWORKS', 'METODI NUMERICI AVANZATI', 'INFORMATION THEORY AND DATA COMPRESSION', 'Ingegneria']
magistrale	INGEGNERIA MECCANICA	LM-33	['2036']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22496&paginaProvenienza=ricercaSemplice&cid=1137']	['INGEGNERIA MECCANICA', 'MOTORI PER LA PROPULSIONE SOSTENIBILE', 'TECNOLOGIA MECCANICA II', "SIMULAZIONE NUMERICA PER L'INGEGNERIA MECCANICA", "PIANIFICAZIONE E GESTIONE DELL'ENERGIA", 'COSTRUZIONE DI MACCHINE II', 'GESTIONE DELLA MANUTENZIONE NEI PROCESSI INDUSTRIALI', "CONTROLLO DI QUALITA'", 'Gruppo di attiv. form. opzionali II', 'MECCANICA DEI MATERIALI COMPOSITI E CERAMICI', 'SISTEMI DI ACQUISIZIONE ED ELABORAZIONE DI GRANDEZZE MECCANICHE', 'CIM E DIGITAL MANUFACTURING', 'TECNICHE DI MODELLAZIONE E VISUALIZZAZIONE AVANZATE', 'GESTIONE DELLA PRODUZIONE', 'SICUREZZA INDUSTRIALE', 'DINAMICA E CONTROLLO DEI SISTEMI MECCANICI', 'TERMOTECNICA E REGOLAZIONI TERMOFLUIDODINAMICHE', 'PROGETTAZIONE INDUSTRIALE', 'ANALISI SPERIMENTALE DELLE TENSIONI', 'PROGETTAZIONE DI PROCESSO', 'SALDATURE E CONTROLLI NON DISTRUTTIVI', 'ADDITIVE MANUFACTURING', "MACCHINE PER L'ENERGIA RINNOVABILE", 'Ingegneria']
magistrale	INTERNATIONAL RELATIONS / RELAZIONI INTERNAZIONALI	LM-52	['2139']	Accesso libero	INTERNATIONAL STUDIES, INTERNATIONAL TRADE	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21726&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21746&paginaProvenienza=ricercaSemplice&cid=1137']	['INTERNATIONAL TRADE', 'INTERNATIONAL RELATIONS / RELAZIONI INTERNAZIONALI', 'INTERNATIONAL TRADE LAW', 'CONTEMPORARY WORLD HISTORY', 'GLOBALIZATION AND EUROPEAN ECONOMIC HISTORY', 'INTERNATIONAL SECURITY', 'GLOBAL POLITICS', 'AFRICAN HISTORY AND INSTITUTIONS', 'BUSINESS ENGLISH', 'COMPETITION LAW', 'INTELLECTUAL PROPERTY RIGHTS', 'BUSINESS STRATEGY', 'EUROPEAN INTERNATIONAL TAX LAW', 'CORPORATE TAX AND CUSTOMS REGIMES', 'Scienze Politiche e delle Relazioni Internazionali']
magistrale	INTERNATIONAL RELATIONS, POLITICS & TRADE (FULLY ONLINE)	LM-52	['2262']	Accesso liberoIntegralmente a distanza		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22346&paginaProvenienza=ricercaSemplice&cid=1137']	['INTERNATIONAL RELATIONS, POLITICS & TRADE (FULLY ONLINE)', 'INTERNATIONAL CONTRACT LAW', 'WTO AND REGIONAL TRADE LAW', 'BUSINESS ENGLISH', 'INTERNATIONAL TRANSPORT LAW AND LOGISTICS', 'GLOBAL POLITICS', 'BUSINESS STRATEGY', 'FOREIGN DIRECT INVESTMENTS AND GOLDEN POWERS', 'GLOBAL  FIRMS AND POLICY ISSUES', 'GROWTH AND INEQUALITIES', 'SUPPLY CHAIN MANAGEMENT', 'GLOBAL HISTORY', 'AFRICAN HISTORY AND INSTITUTIONS', 'COMPETION LAW & INTELLECTUAL PROPERTY RIGHTS', 'INTERNATIONAL CUSTOMS LAW & CORPORATE TAX', 'Scienze Politiche e delle Relazioni Internazionali']
magistrale	ITALIANISTICA	LM-14	['2206']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21677&paginaProvenienza=ricercaSemplice&cid=1137']	['ITALIANISTICA', "LETTERATURA ITALIANA D'ETÀ MEDIEVALE", 'LETTERATURA ITALIANA DI ETÀ RINASCIMENTALE', 'DIDATTICA DELLA LINGUA ITALIANA', 'DIDATTICA DELLA LETTERATURA ITALIANA', 'Gruppo di attiv. form. opzionali II', 'Gruppo di attiv. form. opzionali III', 'TEMI E FORME DELLA LETTERATURA ITALIANA CONTEMPORANEA', 'Gruppo di attiv. form. opzionali IV', 'Gruppo di attiv. form. opzionali V', 'DIALETTOLOGIA: METODI E APPLICAZIONI', 'LETTERATURA ITALIANA MODERNA', 'LINGUISTICA TEORICA', 'LINGUA E LETTERATURA LATINA (SEMINARIO)', 'METODI E TEMI DELLA COMPARATISTICA LETTERARIA', 'STORIA DELLA LINGUA ITALIANA', "TEORIE E METODI DELL'EDIZIONE DIGITALE", 'FORME E GERARCHIE SOCIALI XIII-XVII SECOLO', 'POLITICHE E CONFLITTI XVIII-XX SECOLO', 'STORIA DELLE CHIESE E DEI MOVIMENTI RELIGIOSI XIII-XIX SECOLO', 'FILOLOGIA ROMANZA', 'LINGUE E SOCIETÀ', 'Scienze Umanistiche']
magistrale	LINGUE E LETTERATURE: INTERCULTURALITA' E DIDATTICA	LM-37, LM-39	['2213', '2214']	Accesso libero	LINGUE E LETTERATURE: INTERCULTURALITA' E DIDATTICA (LM-37), LINGUE E LETTERATURE: INTERCULTURALITA' E DIDATTICA (LM-39)	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21678&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21679&paginaProvenienza=ricercaSemplice&cid=1137']	["LINGUE E LETTERATURE: INTERCULTURALITA' E DIDATTICA (LM-39)", "LINGUE E LETTERATURE: INTERCULTURALITA' E DIDATTICA", "SOCIOLINGUISTICA DELLE MIGRAZIONI E POLITICHE PER L'INCLUSIONE", 'LINGUA ITALIANA E SCRITTURA SCIENTIFICA', 'Gruppo di attiv. form. opzionali II', 'Gruppo di attiv. form. opzionali III', 'Gruppo di attiv. form. opzionali IV', 'ANTROPOLOGIA DEI PROCESSI MIGRATORI E DEI CONTESTI CULTURALI', 'Gruppo di attiv. form. opzionali V', 'Gruppo di attiv. form. opzionali VI', 'TEMI E FORME DELLA LETTERATURA ITALIANA CONTEMPORANEA', 'LETTERATURE COMPARATE E INTERCULTURALITÀ', "MODELLI DELL'ANALISI LINGUISTICA", 'LETTERATURA ITALIANA NEL CONTESTO EUROPEO', 'DIDATTICA DELLE LINGUE E METODOLOGIE CLIL', 'LETTERATURA FRANCESE: TEMI E INTERAZIONI', 'LETTERATURE ISPANO-AMERICANE: TEMI E INTERAZIONI', 'LETTERATURA INGLESE E ANGLOFONA: TEMI E INTERAZIONI', 'LETTERATURE ANGLO-AMERICANE: TEMI E INTERAZIONI', 'LETTERATURA TEDESCA: TEMI E INTERAZIONI', 'LETTERATURA RUSSA: TEMI E INTERAZIONI', 'LETTERATURA SPAGNOLA: TEMI E INTERAZIONI', 'DIDATTICA DELLA LINGUA FRANCESE', 'DIDATTICA DELLA LINGUA INGLESE', 'DIDATTICA DELLA LINGUA RUSSA', 'DIDATTICA DELLA LINGUA SPAGNOLA', 'DIDATTICA DELLA LINGUA TEDESCA', 'LINGUA E LINGUISTICA RUSSA', 'LINGUA E LINGUISTICA FRANCESE', 'LINGUA E LINGUISTICA INGLESE', 'LINGUA E LINGUISTICA TEDESCA', 'LINGUA E LINGUISTICA SPAGNOLA', 'LETTERATURA INGLESE: STRUMENTI E METODOLOGIE', 'LETTERATURE ANGLO-AMERICANE', 'LETTERATURA TEDESCA: STRUMENTI E METODOLOGIE', 'LETTERATURA RUSSA: STRUMENTI E METODOLOGIE', 'LETTERATURA FRANCESE: STRUMENTI E METODOLOGIE', 'LETTERATURA SPAGNOLA: STRUMENTI E METODOLOGIE', 'LETTERATURE ISPANO-AMERICANE', 'FILOLOGIA E CULTURA ROMANZA', 'FILOLOGIA E CULTURA GERMANICA', "LINGUA E CIVILTA' LATINA", 'FILOLOGIA E CULTURA SLAVA', 'Scienze Umanistiche']
magistrale	LINGUE MODERNE E TRADUZIONE PER LE RELAZIONI INTERNAZIONALI	LM-38	['2039']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21680&paginaProvenienza=ricercaSemplice&cid=1137']	['LINGUE MODERNE E TRADUZIONE PER LE RELAZIONI INTERNAZIONALI', 'DIRITTO PRIVATO COMPARATO', "SOCIOLINGUISTICA DELL'ITALIANO CONTEMPORANEO", 'TRADUZIONE E LINGUISTICA', 'Gruppo di attiv. form. opzionali II', 'LINGUISTICA TEORICA', 'Gruppo di attiv. form. opzionali III', 'Gruppo di attiv. form. opzionali IV', 'LETTERATURA E TRADUZIONE TEDESCA', 'LETTERATURA E TRADUZIONE RUSSA', 'LETTERATURA E TRADUZIONE FRANCESE', 'LETTERATURA E TRADUZIONE SPAGNOLA', 'LETTERATURA E TRADUZIONE INGLESE', 'LETTERATURA E TRADUZIONE ARABA', 'LETTERATURA E TRADUZIONE CINESE', 'CRITICA LETTERARIA E LETTERATURE COMPARATE', 'STORIA SOCIALE DEL MEDIOEVO', 'TEMI E FORME DELLA LETTERATURA ITALIANA CONTEMPORANEA', 'LINGUA E CULTURA UCRAINA', 'CULTURA EBRAICA', 'LETTERATURA ITALIANA NEL CONTESTO EUROPEO', 'LINGUA, LINGUISTICA E TRADUZIONE FRANCESE', 'LINGUA, LINGUISTICA E TRADUZIONE RUSSA', 'LINGUA, LINGUISTICA E TRADUZIONE ARABA', 'LINGUA, LINGUISTICA E TRADUZIONE TEDESCA', 'LINGUA, LINGUISTICA E TRADUZIONE INGLESE', 'LINGUA, LINGUISTICA E TRADUZIONE SPAGNOLA', 'LINGUA LINGUISTICA E TRADUZIONE CINESE', 'LINGUAGGIO SPECIALISTICO E TRADUZIONE: SPAGNOLO', 'LINGUAGGIO SPECIALISTICO E TRADUZIONE AUDIOVISIVA: FRANCESE', 'LINGUAGGIO SPECIALISTICO E TRADUZIONE: RUSSO', 'LINGUAGGIO SPECIALISTICO E TRADUZIONE: CINESE', 'LINGUAGGIO SPECIALISTICO E TRADUZIONE AUDIOVISIVA: INGLESE', 'LINGUAGGIO SPECIALISTICO E TRADUZIONE AUDIOVISIVA: TEDESCO', 'LINGUAGGIO SPECIALISTICO E TRADUZIONE ARABA', 'Scienze Umanistiche']
magistrale	MANAGEMENT DELLO SPORT E DELLE ATTIVITA'  MOTORIE	LM-47	['2040']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22327&paginaProvenienza=ricercaSemplice&cid=1137']	['MANAGEMENT DELLO SPORT E DELLE ATTIVITÀ MOTORIE', "MANAGEMENT DELLO SPORT E DELLE ATTIVITA'  MOTORIE", 'DIRITTO PRIVATO', 'DIRITTO SPORTIVO I', 'DIRITTO SPORTIVO II', 'ORGANIZZAZIONE E GESTIONE DELLE ATTIVITÀ  MOTORIE', 'ECONOMICS OF SPORT', 'ORGANIZZAZIONE E GESTIONE DELLE ATTIVITÀ SPORTIVE', 'ECONOMIA AZIENDALE', 'LINGUA E TRADUZIONE INGLESE', 'LEGISLAZIONE DELLA DISABILITÀ', 'IMPIANTISTICA SPORTIVA', 'DIRITTO AMMINISTRATIVO', 'DIRITTO COMMERCIALE', 'FINANCIAL AND STATEMENT ANALYSIS', 'DIRITTO DELLA PRIVACY', "DIRITTO DELL'INFORMAZIONE", 'SOCIOLOGIA DELLO SPORT', 'SPORTS PSYCOLOGY', 'Scienze Politiche e delle Relazioni Internazionali']
magistrale	MANAGEMENT ENGINEERING	LM-31	['2255']	Accesso libero	DATA ANALYTICS FOR BUSINESS, DIGITAL TRANSFORMATION, INNOVATION AND ENTREPRENEURSHIP, SUSTAINABILITY AND SOCIAL IMPACT	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21910&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21927&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21911&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21926&paginaProvenienza=ricercaSemplice&cid=1137']	['SUSTAINABILITY AND SOCIAL IMPACT', 'MANAGEMENT ENGINEERING', 'CORPORATE FINANCE', 'INNOVATION MANAGEMENT', 'BUSINESS PROCESS MANAGEMENT', 'MARKETING', 'SUPPLY CHAIN MANAGEMENT', 'MULTIVARIATE ANALYSIS: APPLICATIONS', 'MULTIVARIATE ANALYSIS: THEORY', 'PROJECT MANAGEMENT', 'INDUSTRIAL ORGANIZATION AND STRATEGY', 'CIRCULAR ECONOMY BUSINESS MODELS', 'SUSTAINABLE MANUFACTURING', 'REVERSE LOGISTICS AND SMART WASTE MANAGEMENT', 'Gruppo di attiv. form. opzionali II', 'BUSINESS ANALYTICS', 'IMPATTO AMBIENTALE DEI SISTEMI ENERGETICI', 'LCA OF ENERGY SYSTEMS', "PIANIFICAZIONE E GESTIONE DELL'ENERGIA", 'FONDAMENTI DI ENERGIE RINNOVABILI', 'HR AND CHANGE MANAGEMENT', 'DIGITAL MANUFACTURING', 'SERVICE QUALITY DATA-DRIVEN MANAGEMENT', 'HEALTHCARE OPERATIONS MANAGEMENT', 'ADVANCED PROJECT MANAGEMENT FOR BUSINESS', 'SICUREZZA INDUSTRIALE', 'ADDITIVE MANUFACTURING', 'MANUFACTURING PROCESSES FOR THE CIRCULAR ECONOMY', 'ECONOMIA DEL SETTORE PUBBLICO E DEL WELFARE', 'Ingegneria']
magistrale	MANAGEMENT ENGINEERING (IN TELEDIDATTICA)	LM-31	['2256']	Accesso liberoPrevalentemente a distanza		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=21912&paginaProvenienza=ricercaSemplice&cid=1137']	['MANAGEMENT ENGINEERING', 'MANAGEMENT ENGINEERING (IN TELEDIDATTICA)', 'CORPORATE FINANCE', 'INNOVATION MANAGEMENT', 'BUSINESS PROCESS MANAGEMENT', 'MARKETING', 'SUPPLY CHAIN MANAGEMENT', 'MULTIVARIATE ANALYSIS: APPLICATIONS', 'MULTIVARIATE ANALYSIS: THEORY', 'PROJECT MANAGEMENT', 'HR AND CHANGE MANAGEMENT', 'INDUSTRIAL ORGANIZATION AND STRATEGY', 'STRATEGIC MANAGEMENT AND OPEN INNOVATION', 'PRODUCT/PROCESS INNOVATION', 'SERVICE QUALITY DATA-DRIVEN MANAGEMENT', 'SMART FACTORY', 'HEALTHCARE OPERATIONS MANAGEMENT', 'SUSTAINABLE MANUFACTURING', 'Ingegneria']
magistrale	MATEMATICA	LM-40	['2158']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22687&paginaProvenienza=ricercaSemplice&cid=1137']	['MATEMATICA', 'FONDAMENTI DELLA FISICA MATEMATICA', 'MECCANICA SUPERIORE', 'ANALISI NON COMMUTATIVA', 'ANALISI FUNZIONALE', 'RAPPRESENTAZIONI DI GRUPPI', 'TEORIA DELLE ALGEBRE', 'GEOMETRIA ALGEBRICA', 'LABORATORIO DI FISICA', 'STORIA DELLE MATEMATICHE', 'GRUPPI TOPOLOGICI E GRUPPI DI LIE', 'Gruppo di attiv. form. opzionali II', 'TEORIA DEI CODICI E CRITTOGRAFIA', "METODOLOGIE PER L'INSEGNAMENTO IN DIDATTICA DELLA MATEMATICA", "METODOLOGIE PER L'INSEGNAMENTO IN STORIA DELLA MATEMATICA", 'RAGIONAMENTO INCERTO E PROBABILITÀ', 'ANALISI NON LINEARE', 'ALGEBRA NON COMMUTATIVA', 'METODI E MODELLI MATEM.PER LE APPLIC.', "TEORIE E TECNICHE PER L'ANALISI DI IMMAGINI", 'Matematica e Informatica']
magistrale	MEDITERRANEAN FOOD SCIENCE AND TECHNOLOGY	LM-70	['2238']	Accesso libero		['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22007&paginaProvenienza=ricercaSemplice&cid=1137']	['MEDITERRANEAN FOOD SCIENCE AND TECHNOLOGY', 'FOOD INDUSTRY MANAGEMENT AND ENTREPRENEURSHIP', 'MICROBIOTA ASSOCIATED WITH MEDITERRANEAN AGRI-FOOD CHAINS', 'TECHNOLOGY AND QUALITY IN THE FOOD SUPPLY SYSTEM', 'APPLIED TECHNOLOGY ON MEDITERRANEAN FOOD', 'FISHERY RESOURCES AND UTILIZATION', 'ANIMAL FOOD QUALITY', 'SUSTAINABLE AGROINDUSTRY SYSTEMS', 'FOOD PRODUCTION AND AGRO-INDUSTRIAL PLANTS', 'FOOD CHEMICAL ANALYSIS AND SAFETY CONTROL (MOD)', 'ENZIMOLOGY', 'CONSUMER BEHAVIOUR AND FOOD MARKETING', 'FOOD TRADE AND SAFETY LEGISLATION', 'FOOD SENSORY ANALYSIS', 'PEST CONTROL FOR THE FOODSERVICE INDUSTRY', 'BIOTIC CONTAMINANTS AND FOOD CONTROL', 'Scienze Agrarie, Alimentari e Forestali']
magistrale	MIGRAZIONI, DIRITTI, INTEGRAZIONE	LM-90	['2244']	Accesso libero	MIGRATIONS AND RIGHTS, MIGRAZIONI E DIRITTI	['https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22826&paginaProvenienza=ricercaSemplice&cid=1137', 'https://offertaformativa.unipa.it/offweb/public/corso/visualizzaCurriculum.seam;jsessionid=SWgbhEEQ+hjRAoLWrTiz8riH.undefined?oidCurriculum=22009&paginaProvenienza=ricercaSemplice&cid=1137']	['MIGRAZIONI E DIRITTI', 'MIGRAZIONI, DIRITTI, INTEGRAZIONE', 'CONSTITUTIONAL LAW AND MIGRATIONS', 'ECONOMICS OF MIGRATIONS', 'STORIA DELLE MIGRAZIONI', "MIGRANTS AND REFUGEES' RIGHTS UNDER EUROPEAN LAW", "MIGRANTS AND REFUGEES' RIGHTS UNDER INTERNATIONAL LAW", 'GEOPOLITICS OF MIGRATIONS', 'POLITICS OF MIGRATIONS AND HUMAN RIGHTS', 'DIRITTO PRIVATO COMPARATO', 'DIRITTO PRIVATO', 'SOCIOLOGICAL ASPECTS', 'LEGAL ASPECTS', 'THEORETICAL FRAMEWORK', 'LEGAL MEDICINE AND FORENSIC PATHOLOGY', 'CRIMINAL JUSTICE', 'TUTELA DEI DIRITTI DEI MIGRANTI E PROCEDURE AMMINISTRATIVE', "DIRITTO PENALE DELL'IMMIGRAZIONE", 'Giurisprudenza']
